account_id,username,bio,followers,posts,verified
74915586118,algoacademy.ai,"Master AI with AlgoAcademy.ai
🤖 Ai | 🧠 Gen Ai | 🚀 Real-World Projects
📈 From Zero to AI Hero
🌐 www.algoacademy.ai",469,86,False
63805537305,aliarshad.pro,"🔹 Helping Businesses Automate Operations
🔹 Through Smart Systems & AI Workflows
🔹 DM “More” To Get a Personalized Consultation",110,39,True
68441538764,almolakhasalektesady,,1861,8021,False
579902818,almuqaddas.tours,"🕋 Al Muqaddas Tours & Travels
Serving Hujjaj since 1991 | Govt. approved HGO
✈️ Haj & Umrah | Flights | Hotels | Visa
📞 +91 9867678562 / 9867535289",905,221,False
245046310,als3ditec,"🇴🇲 أبسّط التقنية لك  
كل جديد في التقنية… ببساطة
📊 أخبار | 📱 تجارب | 💡 معلومات مفيدة
📩 للتعاون: alsaditec@gmail.com",39060,1400,False
57446249457,aman_creators_,"♡°﷽°♡
𝐇𝐫 𝐤𝐚𝐚𝐦. "" 𝐁𝐢𝐬𝐦𝐢𝐥𝐥𝐚𝐡 "" 𝐬𝐞 𝐬𝐡𝐮𝐫𝐮  𝐤𝐫𝐨 
𝐓𝐚𝐚𝐤𝐢 𝐔𝐬𝐦𝐞 "" ﷲ "" 𝐤𝐢 𝐫𝐚𝐳𝐚𝐚 𝐒𝐡𝐚𝐦𝐢𝐥 𝐡𝐨 𝐣𝐚𝐚𝐲𝐞.",212679,233,False
76227746983,amar_shokh_by_sm_,"📍🇮🇳 (WB) 
Hello Friends
I am Sahin Mir 
Mechanical Engineering Student👨‍🎓
At Aliah University, New Town 🏢",20,40,False
60654877267,amazeballscodingandrobotics,"Your perfect partner for Coding and Robotics Education. Complete CAPS solutions for Grade R to 12.
We deliver throughout Africa",152,235,False
,amelia_tech_support,,0,0,False
78102220829,amiconerdcom,"Tecnologia spiegata semplice 🤓  
Guide pratiche, app utili e sicurezza online  
Per chi ama il digitale senza complicazioni  
👇 Articoli & risorse",14,1203,False
182738,amirk,"Mostly about Family, Traveling, and Life",2178,397,False
39738202276,analyticswithirfan,"Learning & Teaching Data Analytics 💡
From basics to advanced | Projects & Tips
Follow for your daily data dose 📊",4,7,False
4266766704,andreasschwab_mdep,Südbaden im Herzen. Europa als Auftrag.,3149,1887,True
75052859603,andrewjwoolford,"Web Designer & Developer in the UK, Magento 2 & WordPress specialist, Trusted by local businesses to build fast, SEO-ready websites.",21,17,False
41790456535,androiddevzone,"📱 Android App Development
⚡ Kotlin • Android Studio
🚀 Build real apps step-by-step
💡 Tips for Android developers",23,21,False
5876934204,angular_development,"Learn Web Dev the Smart Way
500K+ | GDE
Online Training | Certs 
DM for Collabs & Promos. 
AI/ML+Cloud/Web
#webdevelopment #learntocode #angular",38962,1215,False
8582606124,ankhub_technology_services,"IT Services and Consulting.
Connect with us on 9021070048",641,1066,False
42991073841,annaieduwalaja,"🎓 Annai Computer Education – Walaja
💻 Tally | Python | MS Office
 Admissions Open
 Learn Today, Lead Tomorrow.
📞7448511150",13,20,False
79744373603,answers_decoded,"💻python | SQL | c++ | C programming
📚 Simple learning for beginners 
Learning today to build a smarter tomorrow☘️",5,12,False
25968982771,antheminfotech,"Anthem Infotech | Since 2011  
AI Development • Custom Software • Web Apps
Leading Web Development Company in Chandigarh
WhatsApp: 9815340123",38,39,False
58735357947,anurag.saini.official,"Building my empire,
    One step at a Time",133,24,False
68844349247,aorc_tech,"Precision in Design, Perfection in Development.
Call Us on +91-9327261301 for more details.",32,239,False
78771383032,app.d3v,| Growing a developer tribe,1,3,False
3575677517,app.six,"20% apps & 80% memes😂
📲 |  App Publisher  |  14 Years  |  40M+ installs
‘To every problems, there’s a new idea’
App Store & Google Play
📥DM TO COLLAB✨",56900,42,True
47700975857,appulu.co,"Handwoven textiles | Yarn to Garment | Conscious artisanal craftsmanship 
DM for orders 📩
Shipping worldwide 🌏",2087,570,False
47347352038,aptcoder,online ed-tech platform.,200,295,False
56466951393,aptech_learning_laketown,"Aptech Learning Laketown
💻Best Computer Training Institute (Kolkata)
☎️+91 7890988777
✍️Enroll today & take the first step towards your excellence 🏅",149,87,False
3570011318,ardentnetworks,,294,2537,False
36796711493,argussolutionsindia,"🌏𝙁𝙞𝙣𝙙 𝙮𝙤𝙪𝙧 𝙣𝙚𝙭𝙩 𝙗𝙚𝙨𝙩 𝙧𝙚𝙘𝙧𝙪𝙞𝙩 𝙬𝙞𝙩𝙝 𝙪𝙨
👥 Started #2017
🔗 𝘾𝙤𝙣𝙣𝙚𝙘𝙩𝙞𝙣𝙜 𝙏𝙖𝙡𝙚𝙣𝙩 𝙩𝙤 𝙊𝙥𝙥𝙤𝙧𝙩𝙪𝙣𝙞𝙩y",113,101,False
66804687121,armlearninghub,"🥇 India’s Best Computer Institute
🎓Software Training |🖥️Software Development & Placement
📚NEET & JEE Preparation by Industry Experts
📞 8815208286",225,96,False
61299220912,asharibshahid_,"AI Systems Architect
Building AI products & automation
for serious founders
Web • Agentic AI • Products
↓ Work with me",74,70,False
48777718097,ashwanisingh__,"​🎓 Educator & Author
💻 Making ICT & AI simple for you.
📚 My Training Module is now LIVE!
👇 Grab your copy at the launch price below:",115,14,False
66531458861,asim._.156,"Full Stack Developer
DM for Work
Visit our website 👇 
https://nextgen-web-solutions.onrender.com/",22,17,False
55404109877,associationhenricapitant,Le 1er réseau international de la tradition civiliste,473,408,False
1598807365,associazioneipertesto,"laboratori di apprendimento  equipe diagnosi dsa napoli, provider ECM , ente  accreditato MIUR",4614,212,False
70939740581,atrahome_,"وجهتك المتكاملة للمستلزمات المنزلية، حلول الإضاءة، والإلكترونيات المتطورة. ارتقِ بأسلوب حياتك بالجودة والابتكار.
تسوق الآن",419,161,False
78250194518,auratech.37788,Founder of Aura TechInsights | Helping businesses with IT & tech solutions,129,260,False
57710777598,ava_orange_education,"Learn about technology and business, polish your skills, and use learning resources curated by AVA.",223,1924,False
38751418059,awsnids,"Curly AWS girl
Simple storytelling
Exam tricks",0,132,False
76222024716,ayaztechservices,"Our Services
- Custom Software Development 
- Web Development 
- Mobile App Development
- AI & Machine Learning  
- Operating System and DevOps",21,34,False
42263021387,ayetechio,"Aye Techio | AI × Tech 🤖
Say yes to smarter tech choices
AI explained • Gadgets info • Future unveiled
Latest 👇",3,2,False
44727235362,b.inclusion_bicocca,"Servizio specifico dell’Ateneo Bicocca @unimib, destinato principalmente a student* e future matricole con disabilità e/o con DSA",1164,150,False
49007955116,b2bcampus,"Skills | Internship | Job Support
🚫 Not just certificates
      Confidence + Career
📍 Mohali, India
📞 +91 98783 00209
✉️ hello@b2bcampus.com",3437,703,False
45130757484,backpacker_rohit_7,"।। धर्मो रक्षति रक्षितः ।।🚩
𝙱𝚎𝚗𝚐𝚊𝚕𝚞𝚛𝚞📍
🆂🅾🅵🆃🆆🅰🆁🅴 🅳🅴🆅🅴🅻🅾🅿🅴🆁 🧑‍💻
🇲 🇦 🇭 🇦 🇩 🇪 🇻  🇧 🇭 🇦 🇰 🇹  ❤️🙏",210,38,False
42807118731,bazar_novamix,"Bazar Multipropósito: Hogar, Vestuario y Tech 🏠✨
Detalles y regalos que sorprenden 🎁
Envíos a todo Chile 🇨🇱 | Entregas rápidas 🚀",231,116,False
47373958721,bce_debuggerzz,"🤝 Debuggerzz — BCE’s Official Coding Club
👨‍💻 Workshops • Hackathons • Projects
📚 From beginners to pros — everyone’s welcome!",184,23,False
16852689,beauhouldsworth,"👨‍💻Founder MentorAI & Gym Mentor
🏆Winner “Best AI & Automations” 
✨Learn AI. Get Certified. 
👇Free 2-Week AI Certification Course",18239,1528,False
60996212780,becil_pondicherry,"💻 Computer Training Centre
🏛️ Affiliated with Govt. of India
🏆 No.1 Training Centre in Puducherry
📚 MS-Office | Tally with GST | C | C++ | Python",84,670,False
55285526315,beforeyoutakeofficial,"Tech News, Reviews, EV Buzz, Gadget Updates & more — all in one place! 🚀📱 #TechNews #EVUpdates #SpaceNews #GadgetReview #BeforeYouTake #News #Latest",389,9708,False
40354716421,behindthebackend,"Decoding how massive systems operate under the hood.
System Design | Tech Case Studies
Read the deep dives here 👇🏻",0,5,False
78297789913,belletron_com,"Belletron.com offers expert reviews and detailed guides on the newest gadgets and appliances, helping you make informed choices and stay ahead.",21,79,False
7206009958,besant_technologies,"#BesantTechnologies 
💻 Learn IT. Get Placed. Grow Fast.
🔥 100% Job Programs
📚 Full Stack | Data | Cloud 
📍 Pan-India | Online + Offline 9840258377",137361,5721,True
72003430867,beyond_the_code_,"Believe you can, and you're halfway there.",36,20,False
46047423296,bharatrontechnologies,"🚀 Custom Software Development
🌐 Web Apps | Mobile Apps | SaaS
💡 Helping startups build scalable products 
📩 DM for free Consultation",265,26,True
80238368536,bharattech_xperience,"India’s Premier 30 Hour Hackathon
Organized by @svietofficial
Managed by @rchers_india 
₹5 Lakh+ Prize Pool 
2,000+ Innovators | 400+ Teams",177,220,False
77459772066,billy.coder,Code is the great equalizer,63,23,False
49170947115,bissolve_,"Technology that's works for your business.
AI Agents • CRM systems • Automation • Web • Apps • E-commerce • Branding
Let's solve it.",484,9,False
74402901501,bitscollision,"Software Company
Pioneering AI, Software & Digital Products.
Trusted by Startups & Enterprises to Build Scalable, Intelligent, & Future-Tech Solutions",50,28,False
57295429937,bizoforce,Bizoforce - The Innovation Platform Accelerating Digital Solutions for Enterprises.,14,899,False
69403272748,bizotic_,Empowering students towards their first job!,1514,62,False
8681027397,blazingcoders,"We do Services like Website & Web development, Mobile app, Digital Marketing, Business app and SEO service
Email : info@blazingcoders.com",349,579,False
5988560836,bluescriptsit,"International Education,Information Tech.
#1 International education experts,coding school.",338,177,False
74101330425,bookbliss99,"Discover the joy of learning at Book Bliss! Dive into top books on Technology, Education & Science — perfect for students, pros, and curious minds.❤️",4,57,False
615070791,boomboxxstore,"CARHARTT WIP - Asics - Brixton - EDWIN
- HUF - KARHU - Kangol - Stance - CLAE
Saucony  - PUMA - Komono - WOODBIRD",2905,7533,False
76840325370,boomset_,"Where events go digital
Plan | Track | Celebrate",2,90,False
5423403879,bpbonline,"• Asia's Largest Publisher of Computer & IT Books
• Over 7000 Titles Published
• 150 Million+ Books Sold 
• 65 Years of Excellence
• Books | E-Books",17402,3537,True
4923212847,branditlikesal,"🔹️Perception Strategy and Management Firm
🔹️Creating Game Changers and Impact Makers
🔹️Helping Brands with Recognition 🔹️ Reputation 🔹️ Revenues",336,553,False
36036652315,brasiljug,"💻 Comunidade de Usuários Java
👨‍✈️ Criador: @renatonobregadev
🚀 Troca de experiências
📚 Compartilhando conhecimento
🤝 Parcerias: direct",4475,576,False
55507654653,brat_and_boujee2003,"Trust me ,I am just as surprised as u r 👀✨
Posting my learnings",2,41,False
62650347359,brettspieltag,"Ich bin der Betreiber und Autor von brettspieltag.de 
Ihr kennt mich auch als Ralf ""ravn"" Rechmann",80,260,False
5792415260,bstepsalumni,,302,155,False
69050962289,bugfree.ai,"The Leetcode for System Design & Behavior Questions
Practice Comprehensive Questions, Learn from Highlighted Solutions.",26,366,False
48369805425,bughuntergirl.789,"🔹 Frontend Developer
🔹 HTML | CSS | JavaScript | React
🔹 Turning bugs into features 🐞✨
🔹 Building clean & responsive UI
🔹 Learning everyday",13,16,False
47318461237,buildiwithzayn,Becoming🫀,6,5,False
40478795459,builtwithamitpal,"🤖 MCA student | Building with AI + DevOps
🔨 Real experiments. Honest results.
💡 Claude • AWS • Docker • Linux
👇 Follow the journey",2,4,False
6244360710,bv.celular,"📱 Assistência Técnica Especializada 
🔄 Compra, Venda e Troca
🎧 Acessórios em Geral
📍 Patos | SJ | Nova Ponte | Perdizes
💬 Chame aqui 👇🏻",3250,781,False
77823838801,bydeeeps,"Mr. Bro | Student 👨‍💻
🎥 Documenting my journey.
🚀1% better everyday.
✨You're not alone in this journey.",104,27,False
78267178695,bynoor.tech,A Developer that lives somewhere in Finland 🇫🇮 | Python + Javascript + TypeScript + AI + DevOps | Simplifying tech with small projects |,51,14,False
6889255647,byte8sol,https://byte8.biz/blog/why-your-software-project-needs-an-architect,1634,93,False
77552583343,cactuss.ai,"🌵 Learning never stops
⚙️ Breaking down AI, Tech & ML/DL Skills
thecactussai@gmail.com",43274,181,True
65980382096,cadncode,"🔒 First, Solve the problem. Then, write the code.  🔑",116,154,False
38169607969,caffe_data,high on Data Caffeine,34,3,False
54326693944,calvinwood1994,"ASO solution provider
Professional strategy to promote your app
https://asoworld.com/?from=ROuytD",116,1206,False
80315128161,campu_sbuddy,"GFG Campus Buddy @ JEC Kukas
Academic support in DSA & Technology
POTD • Internships • Career Development
DM for coupon code",14,5,False
80826106452,campusmantri_mgsu,"📍Maharaja Ganga Singh University
🎯 Official GFG Campus Mantri 2026
🚀 Promoting DSA | Coding Culture
📩 DM to Join",7,6,False
78585148097,careercircle.in,"🚀 Helping students start strong in tech
💼 Training • Internships • Career Support
📚 Learn → Build → Get Hired
🌐 careercircle.co.in",29,37,False
41068619278,careergrow.shop,"Stop wasting time. Start winning.
📘 Notes • PDFs • Courses
💡 Smart study = Better results
👇 Get your material now",14,5,False
80298721332,careermoto_education,,18,15,False
72787457680,careersatvamm,"At Virtual Assistant Match Maker, we specialize in connecting businesses with high skilled virtual assistants.",387,264,False
76804620620,careerstrategistamelia,"📍United Kingdom
Career Advisor at NetGen Solutions UK, offering strategic insights to help individuals succeed in today’s competitive job market.",174,19,False
73099471393,caribbeanwellnesscollective3,"Wellness Retreats for Black women 40+ in the 2025 event will be in Montego Bay, Jamaica. Lioness N Power. Rest. Renew. Rise. October 26–31, 2025.",41,214,False
46640867096,ceejaygadgets_ng,"Discover the latest tech trends at our Ikeja location! 📱
New & used gadgets, phones, watches, and accessories. Your tech hub in Nigeria 🇳🇬 #IkejaTech",14603,446,False
76608012719,certechss,"Custom Software💻 AI and Automation 🤖 Fintech Solutions 💳
- Secure and Scalable Tech For Business Growth.",0,1124,False
60650602652,certshero,I am a seasoned IT professional with a passion for innovation and problem-solving. I have successfully obtained multiple certifications.,129,360,False
2107417389,cfstaffing,"CFS is a 100% employee-owned staffing firm. We specialize in the placement of Accounting, Finance, Technology and HR professionals.",939,2362,False
60579074889,chanti.dev,"☕ Backend Developer | Java · Spring Boot
🤖 IA práctica para desarrolladores
💻 Tutoriales, herramientas y recursos
💌 Colabs: devch.tech@gmail.com",0,0,True
39978245889,chaotic.coffeeclub.in,"frames from a chaotic life
#womenintech 
☕️👩‍💻🏸🏃🏼‍♀️🎨🏋️‍♀️",380,9,False
79622582971,chartgenai,Vote for us on Product Hunt: https://www.producthunt.com/products/ada-2?launch=chartgen-ai-4,5,61,False
30081331525,ciasti_tech,"Appassionato di smartphone e del mondo Tech. Tante recensioni su YouTube 👉 Ciasti Tech
https://linktr.ee/theciasti",2472,354,False
6730206837,citymobilesambrial,"Welcome to City Mobile Sambrial – your one-stop solution for all mobile needs!
We offer a wide range of new & second-hand smartphones, accessories..",183,369,False
53103081198,classroom.2015,Contact No 8981838547,191,397,False
41166123423,claude.code.ai,"Claude Code tips & tricks ⚡
Boost your dev workflow 🚀 
Turn AI into your coding superpower 💻🔥",12,6,False
38173482584,clicksandkills,"🎮 Gaming · 🤖 AI · 📈 Marketing · 🔍 SEO
India's digital culture hub
BGMI · Valorant · ChatGPT · Google
👇 Follow #Clicksandkills",8,171,False
58405900128,clothingbrand.studio,Our goal: Make the clothing brand journey easier,66,59,False
29783277198,cloudticiansorg,"We provide TOP cloud training services. #topittrainingcompany  Visit our website for info on our package deals, resume workshops & more. INVEST IN YOU",575,31,False
48573927753,cloudydata.ajay,"NITian(Manager Analytics & Data Science) 
+91 89209 50783
Data Science+Analytics Training
🔷Learn by doing it yourself in Live Class
🔷Job Assistance",189319,890,True
1775914566,cloverinfotech,Clover Infotech is a leading IT services and consulting enterprise with a legacy in fostering digital transformation across industry verticals.,4178,5722,False
80553727951,clyxn_studios,"Empowering students to build, not just learn.
Workshops | Internships | Robotics & IoT 
📍Dahisar, Mumbai. 
(Formerly known as Tantraniketan)",12,5,False
1388788784,coachedbyada,"🎤Coach | Public Speaker
💚 Career | Life | Relationship | Freelancing
💰 Lead Generation Expert
 Founder of Virtual Assistant Agency @avga_digitalhub",952,409,True
65921289929,code.abhii07,"🚀 Master Coding & DSA | Full Stack & AI/ML
🌐DSA/Placement Live Teacher (Taught 1500+ Students)
📩 Collab:syntaxerrorxabhishek@gmail.com",297082,556,True
41463451590,code.and_corporate,"💻 Developer Life + Corporate Reality 
😂 Relatable Dev Reels
☕ Code | Bugs | Coffee
⬇️ Follow for daily reality",30,10,False
47798909033,code.on89_,BSc(CA & IT )Fresher | Aspiring Webdevelopment & AI Engineer,38,13,False
46761098673,code_sheets_off,"< / > CodeSheets
💡 IT cheat sheets, daily drops
📲 From beginner to senior dev
📚 Gain knowledge for interviews, exams or daily tasks",273,34,False
76439233924,code_w_arsh,"Coding made simple 👨‍💻  
Web Dev • AI Tools • Tech Tips  
Daily developer content  
⚡ Build. Learn. Ship.",6,22,False
42923805480,code_with_aarvan,"Helping you master [Language, e.g., Python/React]
💻 Coding Tips | Project Tutorials | Tech Lifestyle",21,12,False
56833229015,code_with_mk_,"Anna University - BIT Campus 🎓
AI Engineer & Full Stack Dev🚀
Programming easy-ah kathukalaam 👇",168789,459,False
39931527956,code_with_you_0,"@code_with_you_0
💻 Code.Simple()
🚀 Learn → Build → Grow
👇 start();",80,7,False
75398491056,codebysha,"Digital Creator | Coding & Design  
📘 Digital Planners • Coloring Books  
🎨 Wall Art • Notebooks  
🛒 Shop my digital products ↓",5,27,False
59555323417,codecanvasdev,"Learn to code step by step 💻
Beginner-friendly tips & tutorials
Start your coding journey today 🚀",1049,6,False
,codechampps,,0,0,False
78793600208,codefri,Built for coder 😏,76,40,False
61940098753,codei5academy,Codei5 Academy is Coimbatore's top software training institute with a 100% job placement guarantee. We provide affordable courses for all levels.,208,198,False
56420605496,codeonedigest,"CodeOneDigest is a youtube channel, where you will find technological videos in English language. This channel teaches the best practices in coding.",93,1084,False
41547141759,codepulse.r,"Turning ideas into clean code 💡
📚 Coding Tips • Web Development • Projects
⚛️ React.js • JavaScript • HTML • CSS
⚡ Unlock Your Coding Potential",67,23,False
73507945737,coderhasibh,"""I write code, but I don’t call myself a programmer. 😉""",12,10,False
,coderscorner_,,0,0,False
59793705040,codescrapper1,"Welcome to our in-depth guide on website development, where we explore the various aspects and steps involved in creating a successful website.",21,139,False
44986827329,codetodo.ai,"""👨‍💻 Coding life, one bug at a time | Tips, Reels & Dev Talk with AI💬""",153,142,False
48387584820,codewithgrind,"Very beginner 😇
Daily 1-2 hr Only ✨
You can join me with 0 knowledge ⚡ 
Coding with my playlist 🤫
let's see where it goes📈",11,32,False
73366710232,codewithramesh.ai,"🚀 AI Tools | Java | Coding Tips
👨‍💻 Full-Stack Developer (7+ yrs)
🎓 Corporate Trainer
💼 Helping Students Get Tech Jobs",133,25,False
